# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2023-03-23 16:06:58 -04:00	(nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 371425116251902 227B S08 E50 17    6    UE-20n 1 (2834 ft)
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 371425116251902
#    TS_ID       Parameter Description
#    304741      72204     Barometric pressure (BP), uncorrected, pounds per square inch
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	tz_cd	304741_72204	304741_72204_cd
USGS	371425116251902	2021-07-15 02:40	PDT	11.7020	P
USGS	371425116251902	2021-07-15 02:50	PDT	11.7080	P
USGS	371425116251902	2021-07-15 03:00	PDT	11.7090	P
USGS	371425116251902	2021-07-15 03:10	PDT	11.7040	P
USGS	371425116251902	2021-07-15 03:20	PDT	11.7090	P
USGS	371425116251902	2021-07-15 03:30	PDT	11.7150	P
USGS	371425116251902	2021-07-15 03:40	PDT	11.7140	P
USGS	371425116251902	2021-07-15 03:50	PDT	11.7060	P
USGS	371425116251902	2021-07-15 04:00	PDT	11.7020	P
USGS	371425116251902	2021-07-15 04:10	PDT	11.7050	P
USGS	371425116251902	2021-07-15 04:20	PDT	11.7060	P
USGS	371425116251902	2021-07-15 04:30	PDT	11.7050	P
USGS	371425116251902	2021-07-15 04:40	PDT	11.7030	P
USGS	371425116251902	2021-07-15 04:50	PDT	11.7000	P
USGS	371425116251902	2021-07-15 05:00	PDT	11.7050	P
USGS	371425116251902	2021-07-15 05:10	PDT	11.7070	P
USGS	371425116251902	2021-07-15 05:20	PDT	11.7070	P
USGS	371425116251902	2021-07-15 05:30	PDT	11.7050	P
USGS	371425116251902	2021-07-15 05:40	PDT	11.7010	P
USGS	371425116251902	2021-07-15 05:50	PDT	11.7010	P
USGS	371425116251902	2021-07-15 06:00	PDT	11.7050	P
USGS	371425116251902	2021-07-15 06:10	PDT	11.7070	P
USGS	371425116251902	2021-07-15 06:20	PDT	11.7090	P
USGS	371425116251902	2021-07-15 06:30	PDT	11.7110	P
USGS	371425116251902	2021-07-15 06:40	PDT	11.7090	P
USGS	371425116251902	2021-07-15 06:50	PDT	11.7060	P
USGS	371425116251902	2021-07-15 07:00	PDT	11.7020	P
USGS	371425116251902	2021-07-15 07:10	PDT	11.7070	P
USGS	371425116251902	2021-07-15 07:20	PDT	11.7130	P
USGS	371425116251902	2021-07-15 07:30	PDT	11.7140	P
USGS	371425116251902	2021-07-15 07:40	PDT	11.7110	P
USGS	371425116251902	2021-07-15 07:50	PDT	11.7080	P
USGS	371425116251902	2021-07-15 08:00	PDT	11.7130	P
USGS	371425116251902	2021-07-15 08:10	PDT	11.7130	P
USGS	371425116251902	2021-07-15 08:20	PDT	11.7080	P
USGS	371425116251902	2021-07-15 08:30	PDT	11.7080	P
USGS	371425116251902	2021-07-15 08:40	PDT	11.7130	P
USGS	371425116251902	2021-07-15 08:50	PDT	11.7130	P
USGS	371425116251902	2021-07-15 09:00	PDT	11.7130	P
USGS	371425116251902	2021-07-15 09:10	PDT	11.7130	P
USGS	371425116251902	2021-07-15 09:20	PDT	11.7180	P
USGS	371425116251902	2021-07-15 09:30	PDT	11.7190	P
USGS	371425116251902	2021-07-15 09:40	PDT	11.7160	P
USGS	371425116251902	2021-07-15 09:50	PDT	11.7110	P
USGS	371425116251902	2021-07-15 10:00	PDT	11.7170	P
USGS	371425116251902	2021-07-15 10:10	PDT	11.7150	P
USGS	371425116251902	2021-07-15 10:20	PDT	11.7090	P
USGS	371425116251902	2021-07-15 10:30	PDT	11.7170	P
USGS	371425116251902	2021-07-15 10:40	PDT	11.7120	P
USGS	371425116251902	2021-07-15 10:50	PDT	11.7160	P
USGS	371425116251902	2021-07-15 11:00	PDT	11.7170	P
USGS	371425116251902	2021-07-15 11:10	PDT	11.7158	P
USGS	371425116251902	2021-07-15 11:20	PDT	11.7085	P
USGS	371425116251902	2021-07-15 11:30	PDT	11.7156	P
USGS	371425116251902	2021-07-15 11:40	PDT	11.7156	P
USGS	371425116251902	2021-07-15 11:50	PDT	11.7096	P
USGS	371425116251902	2021-07-15 12:00	PDT	11.7154	P
USGS	371425116251902	2021-07-15 12:10	PDT	11.7122	P
USGS	371425116251902	2021-07-15 12:20	PDT	11.7035	P
USGS	371425116251902	2021-07-15 12:30	PDT	11.7057	P
USGS	371425116251902	2021-07-15 12:40	PDT	11.7081	P
USGS	371425116251902	2021-07-15 12:50	PDT	11.7081	P
USGS	371425116251902	2021-07-15 13:00	PDT	11.7034	P
USGS	371425116251902	2021-07-15 13:10	PDT	11.6974	P
USGS	371425116251902	2021-07-15 13:20	PDT	11.6998	P
USGS	371425116251902	2021-07-15 13:30	PDT	11.7010	P
USGS	371425116251902	2021-07-15 13:40	PDT	11.7006	P
USGS	371425116251902	2021-07-15 13:50	PDT	11.6991	P
USGS	371425116251902	2021-07-15 14:00	PDT	11.6979	P
USGS	371425116251902	2021-07-15 14:10	PDT	11.6943	P
USGS	371425116251902	2021-07-15 14:20	PDT	11.6896	P
USGS	371425116251902	2021-07-15 14:30	PDT	11.6860	P
USGS	371425116251902	2021-07-15 14:40	PDT	11.6860	P
USGS	371425116251902	2021-07-15 14:50	PDT	11.6884	P
USGS	371425116251902	2021-07-15 15:00	PDT	11.6896	P
USGS	371425116251902	2021-07-15 15:10	PDT	11.6884	P
USGS	371425116251902	2021-07-15 15:20	PDT	11.6860	P
USGS	371425116251902	2021-07-15 15:30	PDT	11.6860	P
USGS	371425116251902	2021-07-15 15:40	PDT	11.6801	P
USGS	371425116251902	2021-07-15 15:50	PDT	11.6765	P
USGS	371425116251902	2021-07-15 16:00	PDT	11.6742	P
USGS	371425116251902	2021-07-15 16:10	PDT	11.6765	P
USGS	371425116251902	2021-07-15 16:20	PDT	11.6789	P
USGS	371425116251902	2021-07-15 16:30	PDT	11.6789	P
USGS	371425116251902	2021-07-15 16:40	PDT	11.6765	P
USGS	371425116251902	2021-07-15 16:50	PDT	11.6742	P
USGS	371425116251902	2021-07-15 17:00	PDT	11.6706	P
USGS	371425116251902	2021-07-15 17:10	PDT	11.6670	P
USGS	371425116251902	2021-07-15 17:20	PDT	11.6718	P
USGS	371425116251902	2021-07-15 17:30	PDT	11.6742	P
USGS	371425116251902	2021-07-15 17:40	PDT	11.6753	P
USGS	371425116251902	2021-07-15 17:50	PDT	11.6698	P
USGS	371425116251902	2021-07-15 18:00	PDT	11.6618	P
USGS	371425116251902	2021-07-15 18:10	PDT	11.6619	P
USGS	371425116251902	2021-07-15 18:20	PDT	11.6690	P
USGS	371425116251902	2021-07-15 18:30	PDT	11.6690	P
USGS	371425116251902	2021-07-15 18:40	PDT	11.6630	P
USGS	371425116251902	2021-07-15 18:50	PDT	11.6619	P
USGS	371425116251902	2021-07-15 19:00	PDT	11.6702	P
USGS	371425116251902	2021-07-15 19:10	PDT	11.6690	P
USGS	371425116251902	2021-07-15 19:20	PDT	11.6677	P
USGS	371425116251902	2021-07-15 19:30	PDT	11.6740	P
USGS	371425116251902	2021-07-15 19:40	PDT	11.6681	P
USGS	371425116251902	2021-07-15 19:50	PDT	11.6764	P
USGS	371425116251902	2021-07-15 20:00	PDT	11.6729	P
USGS	371425116251902	2021-07-15 20:10	PDT	11.6765	P
USGS	371425116251902	2021-07-15 20:20	PDT	11.6696	P
USGS	371425116251902	2021-07-15 20:30	PDT	11.6779	P
USGS	371425116251902	2021-07-15 20:40	PDT	11.6708	P
USGS	371425116251902	2021-07-15 20:50	PDT	11.6779	P
USGS	371425116251902	2021-07-15 21:00	PDT	11.6779	P
USGS	371425116251902	2021-07-15 21:10	PDT	11.6725	P
USGS	371425116251902	2021-07-15 21:20	PDT	11.6811	P
USGS	371425116251902	2021-07-15 21:30	PDT	11.6825	P
USGS	371425116251902	2021-07-15 21:40	PDT	11.6757	P
USGS	371425116251902	2021-07-15 21:50	PDT	11.6818	P
USGS	371425116251902	2021-07-15 22:00	PDT	11.6818	P
USGS	371425116251902	2021-07-15 22:10	PDT	11.6757	P
USGS	371425116251902	2021-07-15 22:20	PDT	11.6830	P
USGS	371425116251902	2021-07-15 22:30	PDT	11.6830	P
USGS	371425116251902	2021-07-15 22:40	PDT	11.6782	P
USGS	371425116251902	2021-07-15 22:50	PDT	11.6818	P
USGS	371425116251902	2021-07-15 23:00	PDT	11.6818	P
USGS	371425116251902	2021-07-15 23:10	PDT	11.6794	P
USGS	371425116251902	2021-07-15 23:20	PDT	11.6759	P
USGS	371425116251902	2021-07-15 23:30	PDT	11.6830	P
USGS	371425116251902	2021-07-15 23:40	PDT	11.6818	P
USGS	371425116251902	2021-07-15 23:50	PDT	11.6747	P
USGS	371425116251902	2021-07-16 00:00	PDT	11.6782	P
USGS	371425116251902	2021-07-16 00:10	PDT	11.6854	P
USGS	371425116251902	2021-07-16 00:20	PDT	11.6782	P
USGS	371425116251902	2021-07-16 00:30	PDT	11.6735	P
USGS	371425116251902	2021-07-16 00:40	PDT	11.6830	P
USGS	371425116251902	2021-07-16 00:50	PDT	11.6818	P
USGS	371425116251902	2021-07-16 01:00	PDT	11.6771	P
USGS	371425116251902	2021-07-16 01:10	PDT	11.6735	P
USGS	371425116251902	2021-07-16 01:20	PDT	11.6794	P
USGS	371425116251902	2021-07-16 01:30	PDT	11.6818	P
USGS	371425116251902	2021-07-16 01:40	PDT	11.6795	P
USGS	371425116251902	2021-07-16 01:50	PDT	11.6723	P
USGS	371425116251902	2021-07-16 02:00	PDT	11.6785	P
USGS	371425116251902	2021-07-16 02:10	PDT	11.6823	P
USGS	371425116251902	2021-07-16 02:20	PDT	11.6789	P
USGS	371425116251902	2021-07-16 02:30	PDT	11.6730	P
USGS	371425116251902	2021-07-16 02:40	PDT	11.6778	P
USGS	371425116251902	2021-07-16 02:50	PDT	11.6826	P
USGS	371425116251902	2021-07-16 03:00	PDT	11.6826	P
USGS	371425116251902	2021-07-16 03:10	PDT	11.6779	P
USGS	371425116251902	2021-07-16 03:20	PDT	11.6732	P
USGS	371425116251902	2021-07-16 03:30	PDT	11.6780	P
USGS	371425116251902	2021-07-16 03:40	PDT	11.6804	P
USGS	371425116251902	2021-07-16 03:50	PDT	11.6791	P
USGS	371425116251902	2021-07-16 04:00	PDT	11.6756	P
USGS	371425116251902	2021-07-16 04:10	PDT	11.6710	P
USGS	371425116251902	2021-07-16 04:20	PDT	11.6772	P
USGS	371425116251902	2021-07-16 04:30	PDT	11.6783	P
USGS	371425116251902	2021-07-16 04:40	PDT	11.6773	P
USGS	371425116251902	2021-07-16 04:50	PDT	11.6737	P
USGS	371425116251902	2021-07-16 05:00	PDT	11.6713	P
USGS	371425116251902	2021-07-16 05:10	PDT	11.6750	P
USGS	371425116251902	2021-07-16 05:20	PDT	11.6809	P
USGS	371425116251902	2021-07-16 05:30	PDT	11.6857	P
USGS	371425116251902	2021-07-16 05:40	PDT	11.6845	P
USGS	371425116251902	2021-07-16 05:50	PDT	11.6821	P
USGS	371425116251902	2021-07-16 06:00	PDT	11.6809	P
USGS	371425116251902	2021-07-16 06:10	PDT	11.6857	P
USGS	371425116251902	2021-07-16 06:20	PDT	11.6881	P
USGS	371425116251902	2021-07-16 06:30	PDT	11.6904	P
USGS	371425116251902	2021-07-16 06:40	PDT	11.6893	P
USGS	371425116251902	2021-07-16 06:50	PDT	11.6857	P
USGS	371425116251902	2021-07-16 07:00	PDT	11.6821	P
USGS	371425116251902	2021-07-16 07:10	PDT	11.6853	P
USGS	371425116251902	2021-07-16 07:20	PDT	11.6873	P
USGS	371425116251902	2021-07-16 07:30	PDT	11.6847	P
USGS	371425116251902	2021-07-16 07:40	PDT	11.6794	P
USGS	371425116251902	2021-07-16 07:50	PDT	11.6889	P
USGS	371425116251902	2021-07-16 08:00	PDT	11.6925	P
USGS	371425116251902	2021-07-16 08:10	PDT	11.6842	P
USGS	371425116251902	2021-07-16 08:20	PDT	11.6935	P
USGS	371425116251902	2021-07-16 08:30	PDT	11.6917	P
USGS	371425116251902	2021-07-16 08:40	PDT	11.6892	P
USGS	371425116251902	2021-07-16 08:50	PDT	11.6946	P
USGS	371425116251902	2021-07-16 09:00	PDT	11.6874	P
USGS	371425116251902	2021-07-16 09:10	PDT	11.6957	P
USGS	371425116251902	2021-07-16 09:20	PDT	11.6922	P
USGS	371425116251902	2021-07-16 09:30	PDT	11.6981	P
USGS	371425116251902	2021-07-16 09:40	PDT	11.6933	P
USGS	371425116251902	2021-07-16 09:50	PDT	11.6993	P
USGS	371425116251902	2021-07-16 10:00	PDT	11.6887	P
USGS	371425116251902	2021-07-16 10:10	PDT	11.6978	P
USGS	371425116251902	2021-07-16 10:20	PDT	11.6895	P
USGS	371425116251902	2021-07-16 10:30	PDT	11.6942	P
USGS	371425116251902	2021-07-16 10:40	PDT	11.6966	P
USGS	371425116251902	2021-07-16 10:50	PDT	11.6906	P
USGS	371425116251902	2021-07-16 11:00	PDT	11.6990	P
USGS	371425116251902	2021-07-16 11:10	PDT	11.7001	P
USGS	371425116251902	2021-07-16 11:20	PDT	11.6930	P
USGS	371425116251902	2021-07-16 11:30	PDT	11.7000	P
USGS	371425116251902	2021-07-16 11:40	PDT	11.6995	P
USGS	371425116251902	2021-07-16 11:50	PDT	11.6941	P
USGS	371425116251902	2021-07-16 12:00	PDT	11.6927	P
USGS	371425116251902	2021-07-16 12:10	PDT	11.6963	P
USGS	371425116251902	2021-07-16 12:20	PDT	11.6986	P
USGS	371425116251902	2021-07-16 12:30	PDT	11.6927	P
USGS	371425116251902	2021-07-16 12:40	PDT	11.6868	P
USGS	371425116251902	2021-07-16 12:50	PDT	11.6891	P
USGS	371425116251902	2021-07-16 13:00	PDT	11.6951	P
USGS	371425116251902	2021-07-16 13:10	PDT	11.6939	P
USGS	371425116251902	2021-07-16 13:20	PDT	11.6926	P
USGS	371425116251902	2021-07-16 13:30	PDT	11.6910	P
USGS	371425116251902	2021-07-16 13:40	PDT	11.6838	P
USGS	371425116251902	2021-07-16 13:50	PDT	11.6813	P
USGS	371425116251902	2021-07-16 14:00	PDT	11.6825	P
USGS	371425116251902	2021-07-16 14:10	PDT	11.6836	P
USGS	371425116251902	2021-07-16 14:20	PDT	11.6836	P
USGS	371425116251902	2021-07-16 14:30	PDT	11.6836	P
USGS	371425116251902	2021-07-16 14:40	PDT	11.6836	P
USGS	371425116251902	2021-07-16 14:50	PDT	11.6789	P
USGS	371425116251902	2021-07-16 15:00	PDT	11.6765	P
USGS	371425116251902	2021-07-16 15:10	PDT	11.6730	P
USGS	371425116251902	2021-07-16 15:20	PDT	11.6694	P
USGS	371425116251902	2021-07-16 15:30	PDT	11.6706	P
USGS	371425116251902	2021-07-16 15:40	PDT	11.6730	P
USGS	371425116251902	2021-07-16 15:50	PDT	11.6742	P
USGS	371425116251902	2021-07-16 16:00	PDT	11.6765	P
USGS	371425116251902	2021-07-16 16:10	PDT	11.6718	P
USGS	371425116251902	2021-07-16 16:20	PDT	11.6694	P
USGS	371425116251902	2021-07-16 16:30	PDT	11.6635	P
USGS	371425116251902	2021-07-16 16:40	PDT	11.6599	P
USGS	371425116251902	2021-07-16 16:50	PDT	11.6635	P
USGS	371425116251902	2021-07-16 17:00	PDT	11.6659	P
USGS	371425116251902	2021-07-16 17:10	PDT	11.6670	P
USGS	371425116251902	2021-07-16 17:20	PDT	11.6650	P
USGS	371425116251902	2021-07-16 17:30	PDT	11.6605	P
USGS	371425116251902	2021-07-16 17:40	PDT	11.6558	P
USGS	371425116251902	2021-07-16 17:50	PDT	11.6606	P
USGS	371425116251902	2021-07-16 18:00	PDT	11.6654	P
USGS	371425116251902	2021-07-16 18:10	PDT	11.6654	P
USGS	371425116251902	2021-07-16 18:20	PDT	11.6595	P
USGS	371425116251902	2021-07-16 18:30	PDT	11.6571	P
USGS	371425116251902	2021-07-16 18:40	PDT	11.6630	P
USGS	371425116251902	2021-07-16 18:50	PDT	11.6642	P
USGS	371425116251902	2021-07-16 19:00	PDT	11.6583	P
USGS	371425116251902	2021-07-16 19:10	PDT	11.6619	P
USGS	371425116251902	2021-07-16 19:20	PDT	11.6683	P
USGS	371425116251902	2021-07-16 19:30	PDT	11.6621	P
USGS	371425116251902	2021-07-16 19:40	PDT	11.6693	P
USGS	371425116251902	2021-07-16 19:50	PDT	11.6681	P
USGS	371425116251902	2021-07-16 20:00	PDT	11.6681	P
USGS	371425116251902	2021-07-16 20:10	PDT	11.6717	P
USGS	371425116251902	2021-07-16 20:20	PDT	11.6731	P
USGS	371425116251902	2021-07-16 20:30	PDT	11.6672	P
USGS	371425116251902	2021-07-16 20:40	PDT	11.6755	P
USGS	371425116251902	2021-07-16 20:50	PDT	11.6708	P
USGS	371425116251902	2021-07-16 21:00	PDT	11.6744	P
USGS	371425116251902	2021-07-16 21:10	PDT	11.6798	P
USGS	371425116251902	2021-07-16 21:20	PDT	11.6754	P
USGS	371425116251902	2021-07-16 21:30	PDT	11.6793	P
USGS	371425116251902	2021-07-16 21:40	PDT	11.6842	P
USGS	371425116251902	2021-07-16 21:50	PDT	11.6818	P
USGS	371425116251902	2021-07-16 22:00	PDT	11.6794	P
USGS	371425116251902	2021-07-16 22:10	PDT	11.6866	P
USGS	371425116251902	2021-07-16 22:20	PDT	11.6854	P
USGS	371425116251902	2021-07-16 22:30	PDT	11.6794	P
USGS	371425116251902	2021-07-16 22:40	PDT	11.6866	P
USGS	371425116251902	2021-07-16 22:50	PDT	11.6866	P
USGS	371425116251902	2021-07-16 23:00	PDT	11.6818	P
USGS	371425116251902	2021-07-16 23:10	PDT	11.6806	P
USGS	371425116251902	2021-07-16 23:20	PDT	11.6866	P
USGS	371425116251902	2021-07-16 23:30	PDT	11.6866	P
USGS	371425116251902	2021-07-16 23:40	PDT	11.6806	P
USGS	371425116251902	2021-07-16 23:50	PDT	11.6830	P
USGS	371425116251902	2021-07-17 00:00	PDT	11.6891	P
USGS	371425116251902	2021-07-17 00:10	PDT	11.6896	P
USGS	371425116251902	2021-07-17 00:20	PDT	11.6837	P
USGS	371425116251902	2021-07-17 00:30	PDT	11.6802	P
USGS	371425116251902	2021-07-17 00:40	PDT	11.6850	P
USGS	371425116251902	2021-07-17 00:50	PDT	11.6873	P
USGS	371425116251902	2021-07-17 01:00	PDT	11.6862	P
USGS	371425116251902	2021-07-17 01:10	PDT	11.6804	P
USGS	371425116251902	2021-07-17 01:20	PDT	11.6780	P
USGS	371425116251902	2021-07-17 01:30	PDT	11.6830	P
USGS	371425116251902	2021-07-17 01:40	PDT	11.6852	P
USGS	371425116251902	2021-07-17 01:50	PDT	11.6842	P
USGS	371425116251902	2021-07-17 02:00	PDT	11.6805	P
USGS	371425116251902	2021-07-17 02:10	PDT	11.6759	P
USGS	371425116251902	2021-07-17 02:20	PDT	11.6818	P
USGS	371425116251902	2021-07-17 02:30	PDT	11.6853	P
USGS	371425116251902	2021-07-17 02:40	PDT	11.6840	P
USGS	371425116251902	2021-07-17 02:50	PDT	11.6792	P
USGS	371425116251902	2021-07-17 03:00	PDT	11.6768	P
USGS	371425116251902	2021-07-17 03:10	PDT	11.6840	P
USGS	371425116251902	2021-07-17 03:20	PDT	11.6852	P
USGS	371425116251902	2021-07-17 03:30	PDT	11.6864	P
USGS	371425116251902	2021-07-17 03:40	PDT	11.6831	P
USGS	371425116251902	2021-07-17 03:50	PDT	11.6809	P
USGS	371425116251902	2021-07-17 04:00	PDT	11.6856	P
USGS	371425116251902	2021-07-17 04:10	PDT	11.6904	P
USGS	371425116251902	2021-07-17 04:20	PDT	11.6904	P
USGS	371425116251902	2021-07-17 04:30	PDT	11.6893	P
USGS	371425116251902	2021-07-17 04:40	PDT	11.6845	P
USGS	371425116251902	2021-07-17 04:50	PDT	11.6833	P
USGS	371425116251902	2021-07-17 05:00	PDT	11.6893	P
USGS	371425116251902	2021-07-17 05:10	PDT	11.6928	P
USGS	371425116251902	2021-07-17 05:20	PDT	11.6952	P
USGS	371425116251902	2021-07-17 05:30	PDT	11.6952	P
USGS	371425116251902	2021-07-17 05:40	PDT	11.6952	P
USGS	371425116251902	2021-07-17 05:50	PDT	11.6929	P
USGS	371425116251902	2021-07-17 06:00	PDT	11.6909	P
USGS	371425116251902	2021-07-17 06:10	PDT	11.6910	P
USGS	371425116251902	2021-07-17 06:20	PDT	11.6965	P
USGS	371425116251902	2021-07-17 06:30	PDT	11.7011	P
USGS	371425116251902	2021-07-17 06:40	PDT	11.7059	P
USGS	371425116251902	2021-07-17 06:50	PDT	11.7047	P
USGS	371425116251902	2021-07-17 07:00	PDT	11.7047	P
USGS	371425116251902	2021-07-17 07:10	PDT	11.7007	P
USGS	371425116251902	2021-07-17 07:20	PDT	11.7098	P
USGS	371425116251902	2021-07-17 07:30	PDT	11.7115	P
USGS	371425116251902	2021-07-17 07:40	PDT	11.7067	P
USGS	371425116251902	2021-07-17 07:50	PDT	11.7115	P
USGS	371425116251902	2021-07-17 08:00	PDT	11.7139	P
USGS	371425116251902	2021-07-17 08:10	PDT	11.7085	P
USGS	371425116251902	2021-07-17 08:20	PDT	11.7161	P
USGS	371425116251902	2021-07-17 08:30	PDT	11.7100	P
USGS	371425116251902	2021-07-17 08:40	PDT	11.7195	P
USGS	371425116251902	2021-07-17 08:50	PDT	11.7171	P
USGS	371425116251902	2021-07-17 09:00	PDT	11.7206	P
USGS	371425116251902	2021-07-17 09:10	PDT	11.7135	P
USGS	371425116251902	2021-07-17 09:20	PDT	11.7219	P
USGS	371425116251902	2021-07-17 09:30	PDT	11.7144	P
USGS	371425116251902	2021-07-17 09:40	PDT	11.7191	P
USGS	371425116251902	2021-07-17 09:50	PDT	11.7179	P
USGS	371425116251902	2021-07-17 10:00	PDT	11.7144	P
USGS	371425116251902	2021-07-17 10:10	PDT	11.7227	P
USGS	371425116251902	2021-07-17 10:20	PDT	11.7179	P
USGS	371425116251902	2021-07-17 10:30	PDT	11.7191	P
USGS	371425116251902	2021-07-17 10:40	PDT	11.7262	P
USGS	371425116251902	2021-07-17 10:50	PDT	11.7230	P
USGS	371425116251902	2021-07-17 11:00	PDT	11.7177	P
USGS	371425116251902	2021-07-17 11:10	PDT	11.7247	P
USGS	371425116251902	2021-07-17 11:20	PDT	11.7283	P
USGS	371425116251902	2021-07-17 11:30	PDT	11.7247	P
USGS	371425116251902	2021-07-17 11:40	PDT	11.7164	P
USGS	371425116251902	2021-07-17 11:50	PDT	11.7212	P
USGS	371425116251902	2021-07-17 12:00	PDT	11.7271	P
USGS	371425116251902	2021-07-17 12:10	PDT	11.7235	P
USGS	371425116251902	2021-07-17 12:20	PDT	11.7223	P
USGS	371425116251902	2021-07-17 12:30	PDT	11.7164	P
USGS	371425116251902	2021-07-17 12:40	PDT	11.7147	P
USGS	371425116251902	2021-07-17 12:50	PDT	11.7157	P
USGS	371425116251902	2021-07-17 13:00	PDT	11.7156	P
USGS	371425116251902	2021-07-17 13:10	PDT	11.7192	P
USGS	371425116251902	2021-07-17 13:20	PDT	11.7204	P
USGS	371425116251902	2021-07-17 13:30	PDT	11.7191	P
USGS	371425116251902	2021-07-17 13:40	PDT	11.7190	P
USGS	371425116251902	2021-07-17 13:50	PDT	11.7188	P
USGS	371425116251902	2021-07-17 14:00	PDT	11.7191	P
USGS	371425116251902	2021-07-17 14:10	PDT	11.7121	P
USGS	371425116251902	2021-07-17 14:20	PDT	11.7075	P
USGS	371425116251902	2021-07-17 14:30	PDT	11.7152	P
USGS	371425116251902	2021-07-17 14:40	PDT	11.7176	P
USGS	371425116251902	2021-07-17 14:50	PDT	11.7152	P
USGS	371425116251902	2021-07-17 15:00	PDT	11.7057	P
USGS	371425116251902	2021-07-17 15:10	PDT	11.7081	P
USGS	371425116251902	2021-07-17 15:20	PDT	11.7128	P
USGS	371425116251902	2021-07-17 15:30	PDT	11.7152	P
USGS	371425116251902	2021-07-17 15:40	PDT	11.7127	P
USGS	371425116251902	2021-07-17 15:50	PDT	11.7089	P
USGS	371425116251902	2021-07-17 16:00	PDT	11.7027	P
USGS	371425116251902	2021-07-17 16:10	PDT	11.7015	P
USGS	371425116251902	2021-07-17 16:20	PDT	11.7062	P
USGS	371425116251902	2021-07-17 16:30	PDT	11.7038	P
USGS	371425116251902	2021-07-17 16:40	PDT	11.7073	P
USGS	371425116251902	2021-07-17 16:50	PDT	11.7072	P
USGS	371425116251902	2021-07-17 17:00	PDT	11.7070	P
USGS	371425116251902	2021-07-17 17:10	PDT	11.7044	P
USGS	371425116251902	2021-07-17 17:20	PDT	11.7045	P
USGS	371425116251902	2021-07-17 17:30	PDT	11.7024	P
USGS	371425116251902	2021-07-17 17:40	PDT	11.6978	P
USGS	371425116251902	2021-07-17 17:50	PDT	11.6979	P
USGS	371425116251902	2021-07-17 18:00	PDT	11.7026	P
USGS	371425116251902	2021-07-17 18:10	PDT	11.7050	P
USGS	371425116251902	2021-07-17 18:20	PDT	11.7075	P
USGS	371425116251902	2021-07-17 18:30	PDT	11.7056	P
USGS	371425116251902	2021-07-17 18:40	PDT	11.7010	P
USGS	371425116251902	2021-07-17 18:50	PDT	11.7045	P
USGS	371425116251902	2021-07-17 19:00	PDT	11.7105	P
